Transaction_ID,Sale_Date,Shoe_Model,Colorway,Condition,Retail_Price_USD,Resale_Price_USD,Sales_Channel,Days_in_Inventory,Profit_Margin_USD
TRX-104184,2025-09-22,Air Jordan 1 Low,Sail,Used,111,86.05,GOAT,12,-24.950000000000003
TRX-104185,2024-02-26,Air Jordan 1 High,Pine Green,VNDS (Very Near Deadstock),184,264.51,StockX,2,80.50999999999999
TRX-104186,2025-02-08,Air Jordan 1 High,Military Blue,Deadstock (Brand New),188,651.55,StockX,6,463.54999999999995
TRX-104187,2024-11-13,Air Jordan 1 High,Bred,Used,190,145.04,StockX,10,-44.96000000000001
TRX-104188,2025-08-04,Air Jordan 3 Retro,Chicago,Used,201,134.3,kick hub 2026,54,-66.69999999999999
TRX-104189,2023-07-17,Air Jordan 11 Retro,Bred,VNDS (Very Near Deadstock),227,294.48,Stadium Goods,34,67.48000000000002
TRX-104190,2025-07-28,Air Jordan 4 Retro,Black Cat,Deadstock (Brand New),222,444.96,StockX,13,222.95999999999998
TRX-104191,2024-01-11,Air Jordan 3 Retro,Lost & Found,Used,209,182.42,StockX,14,-26.580000000000013
TRX-104192,2024-11-14,Air Jordan 1 Low,Lost & Found,Used,127,75.61,Walk-in Retail,27,-51.39
TRX-104193,2024-07-31,Air Jordan 4 Retro,Concord,VNDS (Very Near Deadstock),210,277.38,GOAT,13,67.38
TRX-104194,2024-08-29,Air Jordan 4 Retro,Lost & Found,Used,210,170.85,Walk-in Retail,35,-39.150000000000006
TRX-104195,2023-05-14,Air Jordan 1 High,Military Blue,VNDS (Very Near Deadstock),189,197.05,GOAT,13,8.050000000000011
TRX-104196,2025-06-12,Air Jordan 1 Low,Concord,VNDS (Very Near Deadstock),127,188.62,Stadium Goods,15,61.620000000000005
TRX-104197,2024-08-14,Air Jordan 4 Retro,Bred,Deadstock (Brand New),223,754.2,Stadium Goods,8,531.2
TRX-104198,2023-11-19,Air Jordan 11 Retro,Pine Green,VNDS (Very Near Deadstock),230,262.22,Stadium Goods,40,32.22000000000003
TRX-104199,2025-08-05,Air Jordan 1 Low,Pine Green,Used,116,97.3,Stadium Goods,44,-18.700000000000003
TRX-104200,2025-09-16,Air Jordan 4 Retro,Pine Green,Deadstock (Brand New),211,332.03,kick hub 2026,41,121.02999999999997
TRX-104201,2025-09-01,Air Jordan 11 Retro,Chicago,Used,226,186.19,Walk-in Retail,28,-39.81
TRX-104202,2024-05-14,Air Jordan 11 Retro,Military Blue,Deadstock (Brand New),227,789.07,GOAT,2,562.07
TRX-104203,2024-06-27,Air Jordan 11 Retro,Black Cat,VNDS (Very Near Deadstock),230,343.21,StockX,3,113.20999999999998
TRX-104204,2025-05-16,Air Jordan 3 Retro,Lost & Found,Used,200,116.09,Stadium Goods,20,-83.91
TRX-104205,2023-11-15,Air Jordan 1 Low,Mocha,Used,140,102.89,GOAT,8,-37.11
TRX-104206,2024-07-23,Air Jordan 1 High,Pine Green,Used,182,136.68,GOAT,4,-45.31999999999999
TRX-104207,2023-10-22,Air Jordan 1 High,Concord,VNDS (Very Near Deadstock),176,244.89,kick hub 2026,24,68.88999999999999
TRX-104208,2024-06-20,Air Jordan 1 High,Military Blue,Deadstock (Brand New),170,540.7,GOAT,12,370.70000000000005
TRX-104209,2023-10-17,Air Jordan 1 High,Concord,VNDS (Very Near Deadstock),185,270.87,GOAT,10,85.87
TRX-104210,2025-01-08,Air Jordan 4 Retro,Mocha,Used,222,148.84,Walk-in Retail,31,-73.16
TRX-104211,2025-07-24,Air Jordan 1 High,Pine Green,VNDS (Very Near Deadstock),179,170.84,GOAT,5,-8.159999999999997
TRX-104212,2025-07-20,Air Jordan 1 High,Sail,Used,188,128.97,kick hub 2026,23,-59.03
TRX-104213,2023-05-22,Air Jordan 3 Retro,Lost & Found,Used,200,115.29,GOAT,11,-84.71
TRX-104214,2024-10-17,Air Jordan 3 Retro,Sail,Used,204,174.99,Stadium Goods,23,-29.00999999999999
TRX-104215,2024-11-04,Air Jordan 1 High,Chicago,VNDS (Very Near Deadstock),182,214.02,Stadium Goods,6,32.02000000000001
TRX-104216,2023-02-21,Air Jordan 1 High,Chicago,VNDS (Very Near Deadstock),182,185.65,Stadium Goods,53,3.6500000000000057
TRX-104217,2025-01-02,Air Jordan 1 High,Chicago,VNDS (Very Near Deadstock),178,163.05,Walk-in Retail,26,-14.949999999999989
TRX-104218,2023-12-03,Air Jordan 4 Retro,Black Cat,VNDS (Very Near Deadstock),219,302.66,Walk-in Retail,48,83.66000000000003
TRX-104219,2023-02-09,Air Jordan 1 Low,Black Cat,VNDS (Very Near Deadstock),132,144.89,kick hub 2026,42,12.889999999999986
TRX-104220,2023-10-29,Air Jordan 1 High,Military Blue,VNDS (Very Near Deadstock),189,261.36,GOAT,8,72.36000000000001
TRX-104221,2023-08-14,Air Jordan 4 Retro,Mocha,Deadstock (Brand New),210,277.01,Stadium Goods,53,67.00999999999999
TRX-104222,2023-11-13,Air Jordan 1 Low,Chicago,VNDS (Very Near Deadstock),124,181.7,Stadium Goods,14,57.69999999999999
TRX-104223,2024-06-27,Air Jordan 4 Retro,Sail,Deadstock (Brand New),212,354.51,StockX,1,142.51
TRX-104224,2024-02-16,Air Jordan 4 Retro,Mocha,Used,213,170.48,kick hub 2026,41,-42.52000000000001
TRX-104225,2024-05-16,Air Jordan 3 Retro,Black Cat,Used,202,158.12,StockX,2,-43.879999999999995
TRX-104226,2024-04-19,Air Jordan 1 High,Chicago,Deadstock (Brand New),173,559.33,Stadium Goods,22,386.33000000000004
TRX-104227,2023-12-01,Air Jordan 11 Retro,Sail,VNDS (Very Near Deadstock),229,302.32,StockX,3,73.32
TRX-104228,2024-08-15,Air Jordan 4 Retro,Bred,VNDS (Very Near Deadstock),214,255.24,kick hub 2026,24,41.24000000000001
TRX-104229,2025-05-22,Air Jordan 1 Low,Sail,Deadstock (Brand New),114,287.2,Stadium Goods,33,173.2
TRX-104230,2023-09-18,Air Jordan 3 Retro,Chicago,Deadstock (Brand New),210,618.47,Stadium Goods,35,408.47
TRX-104231,2024-10-12,Air Jordan 3 Retro,Pine Green,Used,203,108.54,Walk-in Retail,26,-94.46
TRX-104232,2024-10-23,Air Jordan 1 High,Bred,Used,180,130.58,Walk-in Retail,33,-49.41999999999999
TRX-104233,2024-07-14,Air Jordan 11 Retro,Chicago,Deadstock (Brand New),229,722.22,Stadium Goods,33,493.22
TRX-104234,2024-05-12,Air Jordan 11 Retro,Mocha,Used,225,137.14,GOAT,2,-87.86000000000001
TRX-104235,2024-06-16,Air Jordan 3 Retro,Pine Green,Deadstock (Brand New),209,383.85,StockX,12,174.85000000000002
TRX-104236,2023-04-18,Air Jordan 11 Retro,Pine Green,Deadstock (Brand New),229,410.32,Walk-in Retail,5,181.32
TRX-104237,2024-06-29,Air Jordan 4 Retro,Pine Green,VNDS (Very Near Deadstock),223,243.26,Walk-in Retail,49,20.25999999999999
TRX-104238,2024-10-23,Air Jordan 4 Retro,Sail,Used,221,136.25,StockX,13,-84.75
TRX-104239,2024-06-20,Air Jordan 1 Low,Pine Green,Deadstock (Brand New),129,294.68,Walk-in Retail,31,165.68
TRX-104240,2025-03-29,Air Jordan 1 Low,Chicago,Used,131,106.07,kick hub 2026,29,-24.930000000000007
TRX-104241,2025-08-03,Air Jordan 1 Low,Concord,Deadstock (Brand New),127,239.65,kick hub 2026,52,112.65
TRX-104242,2023-06-18,Air Jordan 3 Retro,Military Blue,Used,201,131.71,Stadium Goods,59,-69.28999999999999
TRX-104243,2025-04-13,Air Jordan 11 Retro,Bred,Deadstock (Brand New),229,559.61,kick hub 2026,23,330.61
TRX-104244,2024-05-26,Air Jordan 4 Retro,Pine Green,Used,219,156.27,GOAT,7,-62.72999999999999
TRX-104245,2023-01-28,Air Jordan 1 High,Concord,VNDS (Very Near Deadstock),184,211.79,StockX,9,27.789999999999992
TRX-104246,2023-11-10,Air Jordan 11 Retro,Chicago,Deadstock (Brand New),230,760.8,GOAT,8,530.8
TRX-104247,2023-03-01,Air Jordan 3 Retro,Military Blue,Used,205,123.38,Walk-in Retail,44,-81.62
TRX-104248,2023-11-29,Air Jordan 4 Retro,Mocha,Used,224,182.19,kick hub 2026,12,-41.81
TRX-104249,2025-02-21,Air Jordan 3 Retro,Lost & Found,Deadstock (Brand New),204,267.65,StockX,14,63.64999999999998
TRX-104250,2024-12-17,Air Jordan 4 Retro,Chicago,Used,218,171.13,kick hub 2026,33,-46.870000000000005
TRX-104251,2023-01-10,Air Jordan 1 High,Bred,VNDS (Very Near Deadstock),186,167.84,Walk-in Retail,31,-18.159999999999997
TRX-104252,2023-10-21,Air Jordan 3 Retro,Chicago,Used,207,115.55,Walk-in Retail,50,-91.45
TRX-104253,2025-07-05,Air Jordan 1 High,Concord,Deadstock (Brand New),182,328.68,Stadium Goods,43,146.68
TRX-104254,2023-09-03,Air Jordan 4 Retro,Black Cat,Used,223,154.15,kick hub 2026,18,-68.85
TRX-104255,2025-05-20,Air Jordan 1 High,Chicago,VNDS (Very Near Deadstock),180,269.04,Walk-in Retail,22,89.04000000000002
TRX-104256,2025-03-09,Air Jordan 4 Retro,Chicago,VNDS (Very Near Deadstock),224,231.71,Stadium Goods,27,7.710000000000008
TRX-104257,2025-08-16,Air Jordan 3 Retro,Black Cat,Deadstock (Brand New),205,626.12,StockX,9,421.12
TRX-104258,2025-05-27,Air Jordan 1 Low,Lost & Found,Deadstock (Brand New),134,263.2,StockX,10,129.2
TRX-104259,2023-08-28,Air Jordan 11 Retro,Lost & Found,VNDS (Very Near Deadstock),228,213.93,Walk-in Retail,40,-14.069999999999993
TRX-104260,2023-08-20,Air Jordan 1 Low,Bred,Deadstock (Brand New),135,406.26,Walk-in Retail,22,271.26
TRX-104261,2024-05-20,Air Jordan 3 Retro,Concord,Deadstock (Brand New),207,493.89,Stadium Goods,53,286.89
TRX-104262,2024-11-24,Air Jordan 11 Retro,Chicago,VNDS (Very Near Deadstock),226,274.93,Stadium Goods,19,48.93000000000001
TRX-104263,2025-05-01,Air Jordan 4 Retro,Chicago,Used,214,181.83,Stadium Goods,12,-32.16999999999999
TRX-104264,2024-03-07,Air Jordan 1 Low,Lost & Found,Used,113,74.13,StockX,10,-38.870000000000005
TRX-104265,2024-09-28,Air Jordan 1 High,Sail,VNDS (Very Near Deadstock),178,256.2,StockX,14,78.19999999999999
TRX-104266,2024-04-24,Air Jordan 1 Low,Chicago,Used,116,82.92,kick hub 2026,32,-33.08
TRX-104267,2025-04-07,Air Jordan 4 Retro,Pine Green,Used,222,113.17,GOAT,4,-108.83
TRX-104268,2024-01-06,Air Jordan 3 Retro,Concord,Used,210,148.28,kick hub 2026,24,-61.72
TRX-104269,2023-03-29,Air Jordan 1 High,Pine Green,Deadstock (Brand New),177,512.43,Stadium Goods,41,335.42999999999995
TRX-104270,2024-11-10,Air Jordan 3 Retro,Mocha,Deadstock (Brand New),208,440.33,GOAT,4,232.32999999999998
TRX-104271,2023-08-15,Air Jordan 1 High,Sail,VNDS (Very Near Deadstock),171,201.55,Stadium Goods,52,30.55000000000001
TRX-104272,2024-07-26,Air Jordan 1 Low,Black Cat,Deadstock (Brand New),116,286.17,Walk-in Retail,45,170.17000000000002
TRX-104273,2024-10-10,Air Jordan 1 Low,Black Cat,VNDS (Very Near Deadstock),122,154.79,kick hub 2026,48,32.78999999999999
TRX-104274,2023-03-24,Air Jordan 1 Low,Chicago,Used,130,79.23,Walk-in Retail,44,-50.769999999999996
TRX-104275,2025-07-25,Air Jordan 11 Retro,Lost & Found,VNDS (Very Near Deadstock),230,300.35,GOAT,5,70.35000000000002
TRX-104276,2024-05-13,Air Jordan 4 Retro,Chicago,Deadstock (Brand New),211,570.7,GOAT,2,359.70000000000005
TRX-104277,2025-04-16,Air Jordan 4 Retro,Lost & Found,Deadstock (Brand New),217,714.32,Stadium Goods,30,497.32000000000005
TRX-104278,2024-07-11,Air Jordan 4 Retro,Lost & Found,VNDS (Very Near Deadstock),224,267.04,Walk-in Retail,43,43.04000000000002
TRX-104279,2023-06-11,Air Jordan 11 Retro,Lost & Found,Deadstock (Brand New),226,634.1,kick hub 2026,48,408.1
TRX-104280,2024-06-09,Air Jordan 1 High,Sail,Used,179,128.46,Walk-in Retail,21,-50.53999999999999
TRX-104281,2023-04-16,Air Jordan 1 Low,Lost & Found,Used,135,112.49,Stadium Goods,12,-22.510000000000005
TRX-104282,2024-07-02,Air Jordan 1 High,Chicago,Used,189,102.2,Stadium Goods,17,-86.8
TRX-104283,2023-10-11,Air Jordan 4 Retro,Bred,Used,222,159.53,GOAT,11,-62.47
TRX-104284,2025-06-02,Air Jordan 11 Retro,Pine Green,Used,227,144.36,StockX,6,-82.63999999999999
TRX-104285,2023-08-21,Air Jordan 4 Retro,Chicago,VNDS (Very Near Deadstock),221,199.32,Walk-in Retail,40,-21.680000000000007
TRX-104286,2023-08-09,Air Jordan 3 Retro,Sail,Used,204,161.19,kick hub 2026,48,-42.81
TRX-104287,2023-05-16,Air Jordan 3 Retro,Lost & Found,VNDS (Very Near Deadstock),207,247.71,Stadium Goods,41,40.71000000000001
TRX-104288,2023-05-26,Air Jordan 11 Retro,Black Cat,Deadstock (Brand New),227,729.03,StockX,2,502.03
TRX-104289,2025-09-21,Air Jordan 3 Retro,Lost & Found,Used,200,150.9,kick hub 2026,42,-49.099999999999994
TRX-104290,2023-07-03,Air Jordan 1 Low,Pine Green,VNDS (Very Near Deadstock),123,140.02,StockX,14,17.02000000000001
TRX-104291,2023-08-20,Air Jordan 3 Retro,Concord,Deadstock (Brand New),202,637.22,Walk-in Retail,47,435.22
TRX-104292,2023-08-13,Air Jordan 11 Retro,Military Blue,VNDS (Very Near Deadstock),230,329.07,Stadium Goods,19,99.07
TRX-104293,2023-09-30,Air Jordan 4 Retro,Mocha,Deadstock (Brand New),222,357.51,Walk-in Retail,17,135.51
TRX-104294,2025-03-17,Air Jordan 11 Retro,Mocha,VNDS (Very Near Deadstock),228,255.47,Walk-in Retail,16,27.47
TRX-104295,2023-08-29,Air Jordan 3 Retro,Chicago,Deadstock (Brand New),204,613.77,StockX,12,409.77
TRX-104296,2023-11-17,Air Jordan 4 Retro,Chicago,VNDS (Very Near Deadstock),214,274.15,StockX,11,60.14999999999998
TRX-104297,2023-06-15,Air Jordan 4 Retro,Mocha,VNDS (Very Near Deadstock),210,218.8,GOAT,11,8.800000000000011
TRX-104298,2023-09-14,Air Jordan 1 Low,Pine Green,Deadstock (Brand New),124,170.83,GOAT,6,46.83000000000001
TRX-104299,2025-03-31,Air Jordan 1 High,Concord,VNDS (Very Near Deadstock),179,257.38,Stadium Goods,5,78.38
TRX-104300,2023-10-04,Air Jordan 1 Low,Sail,VNDS (Very Near Deadstock),115,127.37,kick hub 2026,43,12.370000000000005
TRX-104301,2023-09-27,Air Jordan 1 Low,Mocha,VNDS (Very Near Deadstock),131,180.16,GOAT,8,49.16
TRX-104302,2025-07-31,Air Jordan 11 Retro,Black Cat,VNDS (Very Near Deadstock),230,337.91,Walk-in Retail,18,107.91000000000003
TRX-104303,2024-03-03,Air Jordan 1 Low,Bred,Used,136,89.0,StockX,9,-47.0
TRX-104304,2023-04-12,Air Jordan 4 Retro,Concord,Used,213,113.23,Stadium Goods,53,-99.77
TRX-104305,2024-03-15,Air Jordan 4 Retro,Black Cat,Used,216,113.65,GOAT,9,-102.35
TRX-104306,2023-09-23,Air Jordan 3 Retro,Chicago,Used,209,135.1,Stadium Goods,22,-73.9
TRX-104307,2024-08-26,Air Jordan 3 Retro,Bred,Used,202,134.76,StockX,11,-67.24000000000001
TRX-104308,2023-09-03,Air Jordan 11 Retro,Sail,Deadstock (Brand New),225,615.9,Stadium Goods,40,390.9
TRX-104309,2023-01-18,Air Jordan 1 High,Black Cat,VNDS (Very Near Deadstock),189,222.14,Walk-in Retail,47,33.139999999999986
TRX-104310,2025-07-26,Air Jordan 4 Retro,Sail,Used,218,176.34,GOAT,10,-41.66
TRX-104311,2025-08-18,Air Jordan 11 Retro,Bred,VNDS (Very Near Deadstock),227,264.9,StockX,8,37.89999999999998
TRX-104312,2023-03-20,Air Jordan 1 Low,Pine Green,VNDS (Very Near Deadstock),111,119.81,kick hub 2026,24,8.810000000000002
TRX-104313,2024-04-20,Air Jordan 3 Retro,Concord,Used,208,178.22,kick hub 2026,11,-29.78
TRX-104314,2024-10-03,Air Jordan 3 Retro,Pine Green,VNDS (Very Near Deadstock),204,214.63,GOAT,2,10.629999999999995
TRX-104315,2023-04-26,Air Jordan 11 Retro,Concord,Deadstock (Brand New),228,310.67,Walk-in Retail,19,82.67000000000002
TRX-104316,2024-12-10,Air Jordan 1 High,Lost & Found,Used,185,163.61,StockX,6,-21.389999999999986
TRX-104317,2023-10-10,Air Jordan 1 Low,Lost & Found,Deadstock (Brand New),139,482.84,Stadium Goods,40,343.84
TRX-104318,2023-02-08,Air Jordan 4 Retro,Chicago,VNDS (Very Near Deadstock),218,236.17,Walk-in Retail,22,18.169999999999987
TRX-104319,2023-03-28,Air Jordan 4 Retro,Sail,Deadstock (Brand New),217,503.56,GOAT,5,286.56
TRX-104320,2025-04-04,Air Jordan 1 High,Bred,Deadstock (Brand New),190,318.42,StockX,2,128.42000000000002
TRX-104321,2025-05-08,Air Jordan 1 Low,Black Cat,Deadstock (Brand New),133,209.74,StockX,10,76.74000000000001
TRX-104322,2025-07-20,Air Jordan 1 High,Black Cat,Deadstock (Brand New),171,413.64,StockX,3,242.64
TRX-104323,2025-07-10,Air Jordan 11 Retro,Mocha,Deadstock (Brand New),227,664.99,kick hub 2026,40,437.99
TRX-104324,2023-07-07,Air Jordan 11 Retro,Chicago,Used,227,168.46,Stadium Goods,41,-58.53999999999999
TRX-104325,2023-10-05,Air Jordan 1 High,Mocha,VNDS (Very Near Deadstock),182,221.66,kick hub 2026,20,39.66
TRX-104326,2023-02-22,Air Jordan 11 Retro,Lost & Found,VNDS (Very Near Deadstock),230,303.12,Stadium Goods,26,73.12
TRX-104327,2023-11-01,Air Jordan 4 Retro,Sail,Deadstock (Brand New),220,364.86,Stadium Goods,33,144.86
TRX-104328,2025-06-29,Air Jordan 4 Retro,Sail,VNDS (Very Near Deadstock),213,318.87,Walk-in Retail,10,105.87
TRX-104329,2024-07-25,Air Jordan 4 Retro,Chicago,Deadstock (Brand New),219,464.54,Stadium Goods,26,245.54000000000002
TRX-104330,2024-01-22,Air Jordan 1 High,Black Cat,VNDS (Very Near Deadstock),177,171.21,StockX,6,-5.789999999999992
TRX-104331,2024-03-23,Air Jordan 11 Retro,Lost & Found,Used,228,175.66,Stadium Goods,7,-52.34
TRX-104332,2024-10-20,Air Jordan 4 Retro,Lost & Found,VNDS (Very Near Deadstock),213,289.71,kick hub 2026,48,76.70999999999998
TRX-104333,2023-11-16,Air Jordan 11 Retro,Mocha,Used,228,117.67,Walk-in Retail,5,-110.33
TRX-104334,2023-06-05,Air Jordan 3 Retro,Chicago,Deadstock (Brand New),210,610.55,StockX,4,400.54999999999995
TRX-104335,2024-03-26,Air Jordan 11 Retro,Bred,VNDS (Very Near Deadstock),226,249.59,GOAT,8,23.590000000000003
TRX-104336,2025-07-17,Air Jordan 1 High,Military Blue,Used,177,97.82,Walk-in Retail,6,-79.18
TRX-104337,2024-02-03,Air Jordan 3 Retro,Chicago,VNDS (Very Near Deadstock),202,254.23,GOAT,10,52.22999999999999
TRX-104338,2024-05-16,Air Jordan 1 Low,Chicago,Used,120,71.63,kick hub 2026,59,-48.370000000000005
TRX-104339,2024-07-18,Air Jordan 4 Retro,Black Cat,Used,214,121.61,StockX,13,-92.39
TRX-104340,2023-06-15,Air Jordan 3 Retro,Military Blue,VNDS (Very Near Deadstock),209,245.06,GOAT,9,36.06
TRX-104341,2023-02-03,Air Jordan 4 Retro,Mocha,Used,212,189.2,GOAT,12,-22.80000000000001
TRX-104342,2025-07-25,Air Jordan 11 Retro,Chicago,VNDS (Very Near Deadstock),225,315.08,GOAT,14,90.07999999999998
TRX-104343,2024-03-09,Air Jordan 3 Retro,Pine Green,VNDS (Very Near Deadstock),205,218.51,GOAT,9,13.509999999999991
TRX-104344,2025-03-23,Air Jordan 4 Retro,Chicago,Deadstock (Brand New),216,741.96,GOAT,3,525.96
TRX-104345,2023-02-28,Air Jordan 1 Low,Sail,VNDS (Very Near Deadstock),138,192.75,StockX,14,54.75
TRX-104346,2025-09-25,Air Jordan 4 Retro,Pine Green,Deadstock (Brand New),225,498.21,GOAT,8,273.21
TRX-104347,2023-02-18,Air Jordan 4 Retro,Black Cat,VNDS (Very Near Deadstock),222,295.58,Stadium Goods,46,73.57999999999998
TRX-104348,2025-05-14,Air Jordan 1 Low,Lost & Found,VNDS (Very Near Deadstock),137,197.14,GOAT,3,60.139999999999986
TRX-104349,2023-04-14,Air Jordan 3 Retro,Lost & Found,Deadstock (Brand New),200,497.82,Walk-in Retail,29,297.82
TRX-104350,2023-04-30,Air Jordan 1 Low,Bred,Deadstock (Brand New),124,408.62,Stadium Goods,39,284.62
TRX-104351,2025-02-12,Air Jordan 4 Retro,Bred,Deadstock (Brand New),222,661.0,GOAT,5,439.0
TRX-104352,2023-10-30,Air Jordan 4 Retro,Sail,Used,221,113.72,GOAT,13,-107.28
TRX-104353,2024-02-10,Air Jordan 4 Retro,Chicago,Used,216,179.09,GOAT,14,-36.91
TRX-104354,2025-08-30,Air Jordan 1 Low,Pine Green,Deadstock (Brand New),129,346.18,Walk-in Retail,39,217.18
TRX-104355,2025-02-20,Air Jordan 3 Retro,Sail,VNDS (Very Near Deadstock),204,231.42,Walk-in Retail,23,27.419999999999987
TRX-104356,2025-01-06,Air Jordan 1 Low,Bred,Used,125,82.98,GOAT,7,-42.019999999999996
TRX-104357,2023-06-20,Air Jordan 4 Retro,Black Cat,VNDS (Very Near Deadstock),210,253.6,Stadium Goods,9,43.599999999999994
TRX-104358,2024-07-26,Air Jordan 4 Retro,Chicago,Deadstock (Brand New),225,736.31,GOAT,11,511.30999999999995
TRX-104359,2025-04-26,Air Jordan 11 Retro,Sail,Used,225,177.28,Walk-in Retail,24,-47.72
TRX-104360,2023-10-25,Air Jordan 1 Low,Bred,VNDS (Very Near Deadstock),135,164.67,Stadium Goods,42,29.669999999999987
TRX-104361,2024-05-28,Air Jordan 1 High,Sail,VNDS (Very Near Deadstock),174,209.22,Walk-in Retail,12,35.22
TRX-104362,2025-08-10,Air Jordan 1 Low,Chicago,VNDS (Very Near Deadstock),117,153.6,Stadium Goods,17,36.599999999999994
TRX-104363,2023-09-09,Air Jordan 3 Retro,Pine Green,Used,205,137.26,StockX,12,-67.74000000000001
TRX-104364,2023-03-10,Air Jordan 11 Retro,Sail,Deadstock (Brand New),225,568.92,GOAT,10,343.91999999999996
TRX-104365,2024-10-21,Air Jordan 11 Retro,Chicago,VNDS (Very Near Deadstock),228,244.33,kick hub 2026,46,16.330000000000013
TRX-104366,2025-03-18,Air Jordan 4 Retro,Mocha,Deadstock (Brand New),220,284.53,Stadium Goods,5,64.52999999999997
TRX-104367,2024-11-20,Air Jordan 11 Retro,Chicago,VNDS (Very Near Deadstock),225,210.33,kick hub 2026,56,-14.669999999999987
TRX-104368,2025-02-18,Air Jordan 4 Retro,Bred,Deadstock (Brand New),212,417.15,GOAT,10,205.14999999999998
TRX-104369,2025-05-23,Air Jordan 3 Retro,Lost & Found,VNDS (Very Near Deadstock),203,269.65,Walk-in Retail,49,66.64999999999998
TRX-104370,2025-05-19,Air Jordan 3 Retro,Military Blue,Used,203,176.53,Stadium Goods,6,-26.47
TRX-104371,2023-04-19,Air Jordan 1 Low,Sail,Deadstock (Brand New),122,333.85,Walk-in Retail,5,211.85000000000002
TRX-104372,2024-11-07,Air Jordan 3 Retro,Mocha,Used,206,106.69,GOAT,1,-99.31
TRX-104373,2023-12-22,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),190,227.19,StockX,13,37.19
TRX-104374,2024-12-15,Air Jordan 1 Low,Chicago,Deadstock (Brand New),138,468.1,kick hub 2026,45,330.1
TRX-104375,2023-08-28,Air Jordan 4 Retro,Pine Green,Deadstock (Brand New),225,433.72,GOAT,5,208.72000000000003
TRX-104376,2023-04-24,Air Jordan 4 Retro,Sail,VNDS (Very Near Deadstock),214,286.49,Walk-in Retail,16,72.49000000000001
TRX-104377,2024-01-06,Air Jordan 4 Retro,Sail,VNDS (Very Near Deadstock),215,232.42,Stadium Goods,60,17.419999999999987
TRX-104378,2025-06-24,Air Jordan 1 Low,Mocha,Deadstock (Brand New),127,410.1,StockX,11,283.1
TRX-104379,2025-04-10,Air Jordan 11 Retro,Chicago,VNDS (Very Near Deadstock),228,251.81,kick hub 2026,5,23.810000000000002
TRX-104380,2023-05-02,Air Jordan 1 Low,Mocha,VNDS (Very Near Deadstock),124,141.04,kick hub 2026,17,17.039999999999992
TRX-104381,2025-05-17,Air Jordan 3 Retro,Lost & Found,VNDS (Very Near Deadstock),206,233.7,StockX,3,27.69999999999999
TRX-104382,2025-07-16,Air Jordan 3 Retro,Black Cat,Deadstock (Brand New),208,279.88,Walk-in Retail,31,71.88
TRX-104383,2023-09-18,Air Jordan 11 Retro,Lost & Found,VNDS (Very Near Deadstock),225,333.88,Stadium Goods,32,108.88
TRX-104384,2024-04-06,Air Jordan 1 High,Mocha,Deadstock (Brand New),183,275.75,Stadium Goods,37,92.75
TRX-104385,2024-07-01,Air Jordan 4 Retro,Lost & Found,Used,217,172.85,Stadium Goods,44,-44.150000000000006
TRX-104386,2023-10-11,Air Jordan 3 Retro,Mocha,VNDS (Very Near Deadstock),210,251.48,Walk-in Retail,21,41.47999999999999
TRX-104387,2023-05-11,Air Jordan 11 Retro,Pine Green,Used,229,184.68,Stadium Goods,38,-44.31999999999999
